Match_ID,Player_Name,Batting_Runs,Batting_Mins,Batting_BF,Batting_4s,Batting_6s,Batting_SR,Batting_Pos,Batting_Dismissal,Batting_Inns,Batting_Performance,Bowlling_Overs,Bowlling_Mdns,Bowlling_Runs,Bowlling_Wkts,Bowlling_Econ,Bowlling_Pos,Bowlling_Inns,Bowlling_Performance,Opposition,Ground,Start_Date
ODI # 4609,Sadeera Samarawickrama,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v Zimbabwe,Bulawayo,2-Jul-23
ODI # 4606,Sadeera Samarawickrama,1,4,3,0,0,33.33,4,caught,1,Low,-,-,-,-,-,-,-,-,v Netherlands,Bulawayo,30-Jun-23
ODI # 4603,Sadeera Samarawickrama,26,48,35,4,0,74.28,4,caught,1,High,-,-,-,-,-,-,-,-,v Scotland,Bulawayo,27-Jun-23
ODI # 4599,Sadeera Samarawickrama,82,115,86,4,0,95.34,4,caught,1,High,-,-,-,-,-,-,-,-,v Ireland,Bulawayo,25-Jun-23
ODI # 4595,Sadeera Samarawickrama,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v Oman,Bulawayo,23-Jun-23
ODI # 4587,Sadeera Samarawickrama,73,-,64,9,0,114.06,4,run out,1,High,-,-,-,-,-,-,-,-,v U.A.E.,Bulawayo,19-Jun-23
ODI # 4583,Sadeera Samarawickrama,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v Afghanistan,Hambantota,7-Jun-23
ODI # 4580,Sadeera Samarawickrama,44,57,46,5,0,95.65,4,bowled,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Hambantota,4-Jun-23
ODI # 4211,Sadeera Samarawickrama,6,-,14,1,0,42.85,2,bowled,2,Low,-,-,-,-,-,-,-,-,v Pakistan,Karachi,30-Sep-19
ODI # 4058,Sadeera Samarawickrama,54,-,48,8,0,112.5,2,bowled,1,High,-,-,-,-,-,-,-,-,v England,Colombo (RPS),23-Oct-18
ODI # 4055,Sadeera Samarawickrama,1,-,7,0,0,14.28,2,caught,1,Low,-,-,-,-,-,-,-,-,v England,Pallekele,20-Oct-18
ODI # 4054,Sadeera Samarawickrama,35,-,34,4,0,102.94,2,caught,1,High,-,-,-,-,-,-,-,-,v England,Pallekele,17-Oct-18
ODI # 3942,Sadeera Samarawickrama,42,77,57,5,0,73.68,3,caught,1,High,-,-,-,-,-,-,-,-,v India,Visakhapatnam,17-Dec-17
ODI # 3930,Sadeera Samarawickrama,0,-,3,0,0,0,2,bowled,1,Low,-,-,-,-,-,-,-,-,v Pakistan,Sharjah,23-Oct-17
ODI # 3927,Sadeera Samarawickrama,0,-,2,0,0,0,5,bowled,1,Low,-,-,-,-,-,-,-,-,v Pakistan,Sharjah,20-Oct-17
ODI # 4786,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,1,-,2,0,24,0,12,4,2,High,v West Indies,Pallekele,26-Oct-24
ODI # 4784,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,2,-,8,0,40,4,5,4,1,High,v West Indies,Pallekele,23-Oct-24
ODI # 4783,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,2,-,6,0,18,2,3,4,1,Low,v West Indies,Pallekele,20-Oct-24
ODI # 4752,Wanindu Hasaranga,24,31,35,1,2,68.57,8,caught,1,High,10,0,58,3,5.8,5,2,High,v India,Colombo (RPS),2-Aug-24
ODI # 4745,Wanindu Hasaranga,11,12,8,0,1,137.5,8,bowled,1,High,9,0,64,2,7.11,4,2,High,v Bangladesh,Chattogram,18-Mar-24
ODI # 4744,Wanindu Hasaranga,25,31,16,1,2,156.25,8,caught,2,High,10,1,45,4,4.5,7,1,High,v Bangladesh,Chattogram,15-Mar-24
ODI # 4743,Wanindu Hasaranga,13,17,14,1,1,92.85,7,caught,1,High,8,0,54,0,6.75,5,2,High,v Bangladesh,Chattogram,13-Mar-24
ODI # 4727,Wanindu Hasaranga,14,24,13,2,0,107.69,7,caught,1,High,6.5,0,27,4,3.95,6,2,Low,v Afghanistan,Pallekele,11-Feb-24
ODI # 4725,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,1,-,10,1,57,0,5.7,4,2,High,v Afghanistan,Pallekele,9-Feb-24
ODI # 4720,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,2,-,5.5,1,19,7,3.25,5,1,Low,v Zimbabwe,Colombo (RPS),11-Jan-24
ODI # 4620,Wanindu Hasaranga,29,34,21,2,1,138.09,8,caught,1,High,7,1,35,2,5,3,2,High,v Netherlands,Harare,9-Jul-23
ODI # 4609,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,2,-,7,0,38,0,5.42,5,1,High,v Zimbabwe,Bulawayo,2-Jul-23
ODI # 4606,Wanindu Hasaranga,20,27,21,1,1,95.23,8,lbw,1,High,10,0,53,2,5.3,5,2,High,v Netherlands,Bulawayo,30-Jun-23
ODI # 4603,Wanindu Hasaranga,15,15,12,2,0,125,8,caught,1,High,6,0,42,2,7,4,2,High,v Scotland,Bulawayo,27-Jun-23
ODI # 4599,Wanindu Hasaranga,4,5,5,0,0,80,8,caught,1,High,10,0,79,5,7.9,4,2,High,v Ireland,Bulawayo,25-Jun-23
ODI # 4595,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,2,-,7.2,2,13,5,1.77,5,1,Low,v Oman,Bulawayo,23-Jun-23
ODI # 4587,Wanindu Hasaranga,23,-,12,3,0,191.66,8,not out,1,High,8,1,24,6,3,5,2,Low,v U.A.E.,Bulawayo,19-Jun-23
ODI # 4583,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,2,-,4.2,1,7,3,1.61,4,1,Low,v Afghanistan,Hambantota,7-Jun-23
ODI # 4580,Wanindu Hasaranga,29,15,12,4,1,241.66,8,not out,1,High,9,2,42,3,4.66,5,2,High,v Afghanistan,Hambantota,4-Jun-23
ODI # 4557,Wanindu Hasaranga,0,8,4,0,0,0,9,caught,1,Low,4,0,22,0,5.5,5,2,High,v New Zealand,Hamilton,31-Mar-23
ODI # 4548,Wanindu Hasaranga,2,5,4,0,0,50,8,caught,2,High,10,0,67,0,6.7,5,1,High,v New Zealand,Auckland,25-Mar-23
ODI # 4505,Wanindu Hasaranga,1,12,7,0,0,14.28,6,bowled,2,Low,10,0,54,0,5.4,3,1,High,v India,Thiruvananthapuram,15-Jan-23
ODI # 4503,Wanindu Hasaranga,21,20,17,3,1,123.52,7,caught,1,High,10,0,28,0,2.8,4,2,Low,v India,Eden Gardens,12-Jan-23
ODI # 4501,Wanindu Hasaranga,16,8,7,1,2,228.57,7,caught,2,High,10,0,67,0,6.7,3,1,High,v India,Guwahati,10-Jan-23
ODI # 4490,Wanindu Hasaranga,2,8,3,0,0,66.66,7,caught,2,High,10,0,67,2,6.7,6,1,High,v Afghanistan,Pallekele,30-Nov-22
ODI # 4488,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,2,-,10,0,39,1,3.9,4,1,Low,v Afghanistan,Pallekele,27-Nov-22
ODI # 4485,Wanindu Hasaranga,66,71,46,10,2,143.47,7,bowled,2,High,10,0,42,2,4.2,5,1,High,v Afghanistan,Pallekele,25-Nov-22
ODI # 4416,Wanindu Hasaranga,21,35,20,3,0,105,9,not out,1,High,10,0,52,1,5.2,3,2,High,v Australia,Colombo (RPS),21-Jun-22
ODI # 4409,Wanindu Hasaranga,37,24,19,6,0,194.73,8,caught,1,High,9,0,58,4,6.44,4,2,High,v Australia,Pallekele,14-Jun-22
ODI # 4318,Wanindu Hasaranga,6,10,10,0,0,60,7,caught,1,High,8,3,32,2,4,3,2,High,v South Africa,Colombo (RPS),7-Sep-21
ODI # 4315,Wanindu Hasaranga,3,9,4,0,0,75,7,caught,2,High,10,0,63,1,6.3,5,1,High,v South Africa,Colombo (RPS),4-Sep-21
ODI # 4314,Wanindu Hasaranga,3,12,6,0,0,50,7,bowled,1,High,10,1,52,1,5.2,3,2,High,v South Africa,Colombo (RPS),2-Sep-21
ODI # 4309,Wanindu Hasaranga,8,17,11,1,0,72.72,7,bowled,1,High,10,0,37,3,3.7,3,2,Low,v India,Colombo (RPS),20-Jul-21
ODI # 4307,Wanindu Hasaranga,8,13,7,1,0,114.28,7,caught,1,High,9,1,45,0,5,6,2,High,v India,Colombo (RPS),18-Jul-21
ODI # 4298,Wanindu Hasaranga,20,54,33,1,0,60.6,6,caught,1,High,TDNB,-,-,-,-,-,-,-,v England,Bristol,4-Jul-21
ODI # 4297,Wanindu Hasaranga,26,67,49,2,0,53.06,6,caught,1,High,7,0,46,1,6.57,4,2,High,v England,The Oval,1-Jul-21
ODI # 4296,Wanindu Hasaranga,54,91,65,6,1,83.07,5,caught,1,High,7,0,26,0,3.71,4,2,Low,v England,Chester-le-Street,29-Jun-21
ODI # 4292,Wanindu Hasaranga,18,30,21,1,0,85.71,7,caught,1,High,10,0,47,2,4.7,5,2,High,v Bangladesh,Mirpur,28-May-21
ODI # 4291,Wanindu Hasaranga,6,17,14,0,0,42.85,8,bowled,2,Low,10,1,33,1,3.3,3,1,Low,v Bangladesh,Mirpur,25-May-21
ODI # 4290,Wanindu Hasaranga,74,77,60,3,5,123.33,8,caught,2,High,10,0,48,0,4.8,5,1,High,v Bangladesh,Mirpur,23-May-21
ODI # 4278,Wanindu Hasaranga,80,79,60,7,3,133.33,8,not out,1,High,10,0,49,1,4.9,3,2,High,v West Indies,North Sound,14-Mar-21
ODI # 4277,Wanindu Hasaranga,47,35,31,2,4,151.61,8,caught,1,High,10,0,48,0,4.8,5,2,High,v West Indies,North Sound,12-Mar-21
ODI # 4276,Wanindu Hasaranga,3,8,5,0,0,60,8,caught,1,High,10,1,26,0,2.6,4,2,Low,v West Indies,North Sound,10-Mar-21
ODI # 4250,Wanindu Hasaranga,16,-,9,1,1,177.77,8,bowled,1,High,10,0,41,1,4.1,6,2,High,v West Indies,Pallekele,1-Mar-20
ODI # 4247,Wanindu Hasaranga,17,-,10,3,0,170,8,run out,1,High,10,0,30,3,3,5,2,Low,v West Indies,Hambantota,26-Feb-20
ODI # 4246,Wanindu Hasaranga,42,-,39,4,1,107.69,8,not out,2,High,10,2,47,0,4.7,6,1,High,v West Indies,Colombo (SSC),22-Feb-20
ODI # 4212,Wanindu Hasaranga,10,-,12,0,0,83.33,8,bowled,1,High,10,0,54,1,5.4,5,2,High,v Pakistan,Karachi,2-Oct-19
ODI # 4211,Wanindu Hasaranga,30,-,23,1,2,130.43,8,caught,2,High,10,0,63,2,6.3,6,1,High,v Pakistan,Karachi,30-Sep-19
ODI # 4195,Wanindu Hasaranga,12,-,5,2,0,240,8,not out,1,High,4,1,16,1,4,5,2,High,v Bangladesh,Colombo (RPS),
ODI # 3959,Wanindu Hasaranga,0,-,1,0,0,0,8,caught,2,Low,7,0,51,0,7.28,6,1,High,v Bangladesh,Mirpur,19-Jan-18
ODI # 3955,Wanindu Hasaranga,11,-,12,0,1,91.66,8,caught,2,High,3,0,18,0,6,5,1,High,v Zimbabwe,Mirpur,17-Jan-18
ODI # 3909,Wanindu Hasaranga,9,-,9,1,0,100,7,run out,1,High,4.3,0,29,1,6.44,7,2,High,v India,Colombo (RPS),3-Sep-17
ODI # 3908,Wanindu Hasaranga,22,-,22,2,1,100,7,run out,2,High,2,0,19,0,9.5,6,1,High,v India,Colombo (RPS),31-Aug-17
ODI # 3905,Wanindu Hasaranga,2,-,5,0,0,40,7,caught,1,Low,4.5,0,35,0,7.24,6,2,High,v India,Dambulla,20-Aug-17
ODI # 3904,Wanindu Hasaranga,0,5,5,0,0,0,7,caught,1,Low,6.1,0,45,0,7.29,5,2,High,v Zimbabwe,Hambantota,10-Jul-17
ODI # 3903,Wanindu Hasaranga,19,21,17,2,0,111.76,7,not out,1,High,6,0,40,3,6.66,5,2,High,v Zimbabwe,Hambantota,8-Jul-17
ODI # 3901,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,2,-,7,0,44,2,6.28,5,1,High,v Zimbabwe,Hambantota,6-Jul-17
ODI # 3899,Wanindu Hasaranga,DNB,-,-,-,-,-,-,-,2,-,2.4,0,15,3,5.62,7,1,High,v Zimbabwe,Galle,2-Jul-17
